case_id,transaction_id,transaction_date,dispute_date,resolution_date,transaction_amount,currency,payment_method,is_recurring,is_card_present,is_cross_border,is_digital_goods,card_network,reason_code,reason_category,reason_description,merchant_id,merchant_name,merchant_category_code,merchant_category_name,merchant_monthly_volume,merchant_chargeback_rate,merchant_avg_ticket,merchant_years_active,customer_id,customer_tenure_months,customer_total_orders,customer_prior_disputes,customer_prior_win_rate,customer_account_verified,customer_email_domain,days_to_dispute,days_to_respond,response_within_deadline,deadline_days,day_of_week_transaction,month_of_year,is_holiday_period,has_delivery_tracking,has_delivery_confirmation,has_delivery_signature,has_avs_match,has_cvv_match,has_3ds_authentication,has_customer_communication,has_refund_policy_shown,has_terms_accepted,has_ip_geomatch,has_device_fingerprint,has_usage_proof,has_prior_non_disputed_txn,evidence_count,evidence_completeness,evidence_strength_score,amount_log,amount_vs_merchant_avg,customer_risk_score,is_repeat_disputer,dispute_velocity,reason_code_encoded,category_encoded,mcc_encoded,win_probability_true,case_disposition,representment_won,evidence_score
CB-2024-02545,TXN-396525032,2024-08-10,2024-08-19,2024-10-19,43.48,USD,debit,0,0,1,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0019,PeakCart,5999,Misc. Retail,23297,3.699,446.68,8,CUST-02422,15,6,4,0.531,0,gmail.com,9,7,1,30,5,8,0,1,0,0,1,1,0,0,1,0,1,1,0,0,6,0.8,0.39,3.795,0.097,1.941,1,0.2667,0,0,4,0.611,REPRESENTED,1,0.52
CB-2024-08395,TXN-201702662,2024-08-11,2024-11-08,2024-12-19,28.08,USD,prepaid,0,0,1,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0004,DigitalNest,5912,Drug Stores / Pharmacies,45060,5.072,421.92,6,CUST-00825,6,4,2,0.717,0,corporate.com,89,5,1,30,6,8,0,0,0,0,0,1,1,1,0,1,1,0,0,1,6,0.6,0.49,3.3701,0.067,1.285,1,0.3333,0,0,3,0.7489,REPRESENTED,0,0.43999999999999995
CB-2024-02791,TXN-346492815,2024-08-11,2024-09-06,2024-09-24,1098.86,USD,credit,0,0,1,1,Mastercard,MC_4853,CONSUMER_DISPUTE,Goods / Services Not as Described,MER-0008,QuickCart,4722,Travel Agencies,9247,1.457,153.87,14,CUST-02007,12,4,0,0.5,1,hotmail.com,26,1,1,45,6,8,0,0,0,0,0,1,1,0,1,1,1,0,0,0,5,0.5,0.42,7.0029,7.141,0.15,0,0.0,12,1,7,0.3931,REPRESENTED,0,0.425
CB-2024-04562,TXN-258298811,2024-08-11,2024-08-21,2024-09-26,417.99,EUR,credit,1,0,1,0,Mastercard,MC_4853,CONSUMER_DISPUTE,Goods / Services Not as Described,MER-0010,InnoRetail,5651,Clothing / Apparel,47361,1.391,330.38,5,CUST-02178,39,4,0,0.5,1,yahoo.com,10,6,1,45,6,8,0,0,0,1,0,1,0,0,1,0,0,0,0,1,4,0.25,0.33,6.0378,1.265,0.15,0,0.0,12,1,9,0.6006,REPRESENTED,0,0.23750000000000002
CB-2024-05612,TXN-785275385,2024-08-11,2024-08-14,2024-10-03,1229.57,USD,credit,0,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0017,NetMarket,5732,Electronics Stores,8197,5.987,278.97,16,CUST-01925,21,2,0,0.5,0,gmail.com,3,7,1,30,6,8,0,0,1,1,1,1,1,0,0,1,0,0,0,1,7,0.5,0.8,7.1152,4.408,0.35,0,0.0,7,1,2,0.98,REPRESENTED,1,0.9249999999999999
CB-2024-06766,TXN-914184393,2024-08-11,2024-08-14,2024-09-25,57.12,GBP,prepaid,1,0,0,0,Mastercard,MC_4863,FRAUD,Cardholder Does Not Recognize,MER-0001,CloudSoft Solutions,5411,Grocery Stores,29970,5.907,410.61,1,CUST-01868,18,12,0,0.5,1,outlook.com,3,5,1,45,6,8,0,1,1,1,0,1,0,1,1,0,0,0,0,1,7,0.25,0.66,4.0625,0.139,0.15,0,0.0,14,0,0,0.5615,REPRESENTED,0,0.5375
CB-2024-07744,TXN-976899322,2024-08-11,2024-08-21,2024-09-10,173.54,USD,credit,0,0,0,1,Mastercard,MC_4834,PROCESSING_ERROR,Duplicate Processing,MER-0013,UrbanCart,5961,Catalog / Mail-Order,13886,2.798,244.89,14,CUST-01527,56,4,0,0.5,0,yahoo.com,10,9,1,45,6,8,0,0,0,0,0,1,0,0,1,1,1,1,1,1,7,0.5,0.46,5.1622,0.709,0.35,0,0.0,10,3,12,0.98,REPRESENTED,1,0.275
CB-2024-04851,TXN-638539104,2024-08-11,2024-09-30,2024-10-19,178.57,GBP,debit,0,0,0,1,Visa,Visa_13.3,CONSUMER_DISPUTE,Not as Described or Defective Merchandise,MER-0012,NexCommerce,4816,Computer Network Services,18051,0.853,374.54,6,CUST-01048,9,6,1,0.299,1,corporate.com,50,7,1,30,6,8,0,0,0,0,1,1,0,0,1,0,1,0,0,0,4,0.333,0.26,5.1906,0.477,0.71,0,0.1111,8,1,11,0.4262,REPRESENTED,0,0.44995
CB-2024-05897,TXN-257220075,2024-08-11,2024-09-10,2024-10-30,58.11,USD,credit,0,0,1,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0002,TechMart Online,5812,Eating Places / Restaurants,22216,4.5,248.63,8,CUST-00873,26,7,3,0.382,1,outlook.com,30,13,1,30,6,8,0,1,0,0,1,1,1,0,1,0,1,1,0,1,8,0.25,0.62,4.0794,0.234,0.878,1,0.1154,7,1,1,0.7113,REPRESENTED,1,0.5875
CB-2024-08290,TXN-357597537,2024-08-11,2024-08-24,2024-10-22,293.84,USD,credit,1,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0009,StreamVault,5945,Hobby / Toy Stores,18074,5.411,60.26,8,CUST-00157,10,11,0,0.5,1,yahoo.com,13,2,1,30,6,8,0,1,0,0,1,1,1,0,1,0,1,0,0,0,6,0.8,0.5,5.6864,4.876,0.15,0,0.0,0,0,8,0.8259,REPRESENTED,1,0.67
CB-2024-05609,TXN-819207133,2024-08-11,2024-08-14,2024-10-06,29.33,USD,credit,0,0,0,0,Visa,Visa_11.1,AUTHORIZATION,Card Recovery Bulletin,MER-0018,ZenShop,5912,Drug Stores / Pharmacies,16900,6.51,116.2,5,CUST-02834,19,10,0,0.5,1,gmail.com,3,1,1,30,6,8,0,1,0,1,0,1,0,0,0,1,0,0,0,1,5,0.0,0.4,3.4121,0.252,0.15,0,0.0,2,2,3,0.3196,REPRESENTED,0,0.2
CB-2024-02597,TXN-593163307,2024-08-11,2024-08-19,2024-09-30,191.19,USD,debit,0,0,0,0,Visa,Visa_12.1,PROCESSING_ERROR,Late Presentment,MER-0013,UrbanCart,5961,Catalog / Mail-Order,13886,2.798,244.89,14,CUST-01280,16,1,1,0.183,0,corporate.com,8,12,1,30,6,8,0,1,0,0,1,1,1,1,0,0,1,0,0,1,7,0.0,0.57,5.2585,0.781,0.82,0,0.0625,4,3,12,0.6723,REPRESENTED,0,0.55
CB-2024-03657,TXN-125452696,2024-08-12,2024-08-13,2024-10-03,1002.41,USD,credit,0,0,0,0,Visa,Visa_10.5,FRAUD,Fraud - Counterfeit Transaction,MER-0017,NetMarket,5732,Electronics Stores,8197,5.987,278.97,16,CUST-01416,35,1,0,0.5,1,outlook.com,1,2,1,30,0,8,0,1,1,0,1,1,0,1,0,1,1,0,1,0,8,0.667,0.7,6.9112,3.593,0.15,0,0.0,1,0,2,0.3183,REPRESENTED,0,0.8000499999999999
CB-2024-02220,TXN-980550279,2024-08-12,2024-09-11,2024-10-05,121.99,USD,debit,0,0,1,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0010,InnoRetail,5651,Clothing / Apparel,47361,1.391,330.38,5,CUST-01412,19,1,0,0.5,0,corporate.com,30,1,1,30,0,8,0,1,0,0,1,1,0,1,0,1,0,0,0,1,6,0.4,0.4,4.8121,0.369,0.35,0,0.0,0,0,9,0.5035,REPRESENTED,1,0.46
CB-2024-08231,TXN-718103124,2024-08-12,2024-08-28,2024-09-24,437.22,USD,credit,0,0,0,0,Mastercard,MC_4834,PROCESSING_ERROR,Duplicate Processing,MER-0005,GadgetHub,5999,Misc. Retail,45241,1.492,392.24,14,CUST-02657,52,3,0,0.5,1,gmail.com,16,3,1,45,0,8,0,0,1,0,0,1,0,0,0,0,0,1,0,1,4,0.0,0.4,6.0827,1.115,0.15,0,0.0,10,3,4,0.9143,REPRESENTED,1,0.5
CB-2024-08687,TXN-734299407,2024-08-12,2024-08-24,2024-09-11,20.66,USD,credit,0,1,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0004,DigitalNest,5912,Drug Stores / Pharmacies,45060,5.072,421.92,6,CUST-02335,16,2,0,0.5,1,gmail.com,12,6,1,30,0,8,0,0,0,0,0,1,0,0,1,1,1,0,0,1,5,0.4,0.29,3.0755,0.049,0.15,0,0.0,0,0,3,0.433,REPRESENTED,0,0.26
CB-2024-01662,TXN-621328820,2024-08-12,2024-08-28,2024-10-19,38.0,USD,debit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0018,ZenShop,5912,Drug Stores / Pharmacies,16900,6.51,116.2,5,CUST-00921,19,7,1,0.084,0,yahoo.com,16,14,1,30,0,8,0,1,1,1,1,1,1,1,1,1,1,0,0,1,11,0.8,1.0,3.6636,0.327,0.79,0,0.0526,0,0,3,0.9304,REPRESENTED,1,0.97
CB-2024-09906,TXN-585386715,2024-08-12,2024-08-13,2024-08-21,775.65,GBP,credit,1,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0017,NetMarket,5732,Electronics Stores,8197,5.987,278.97,16,CUST-02468,12,21,1,0.327,1,yahoo.com,1,1,1,30,0,8,0,0,1,1,0,1,1,0,0,1,0,1,0,0,6,0.5,0.74,6.655,2.78,0.702,0,0.0833,7,1,2,0.9598,REPRESENTED,1,0.725
CB-2024-01202,TXN-473810085,2024-08-12,2024-11-13,2024-12-25,106.24,USD,debit,0,1,0,0,Visa,Visa_11.1,AUTHORIZATION,Card Recovery Bulletin,MER-0002,TechMart Online,5812,Eating Places / Restaurants,22216,4.5,248.63,8,CUST-02225,2,9,0,0.5,1,gmail.com,93,2,1,30,0,8,0,1,1,0,1,0,0,0,1,0,1,1,0,0,6,0.5,0.51,4.6751,0.427,0.15,0,0.0,2,2,1,0.3868,REPRESENTED,0,0.575
CB-2024-05368,TXN-421693378,2024-08-13,2024-09-30,2024-10-22,72.96,USD,credit,0,0,0,0,Visa,Visa_11.2,AUTHORIZATION,Declined Authorization,MER-0015,FusionStore,5411,Grocery Stores,19967,0.815,265.96,4,CUST-00398,11,8,0,0.5,1,hotmail.com,48,2,1,30,1,8,0,1,0,0,1,1,0,0,1,0,1,0,0,0,5,0.5,0.32,4.3035,0.274,0.15,0,0.0,3,2,0,0.7844,REPRESENTED,0,0.47500000000000003
CB-2024-07593,TXN-695600844,2024-08-13,2024-09-02,2024-09-13,100.2,USD,credit,1,0,0,0,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0019,PeakCart,5999,Misc. Retail,23297,3.699,446.68,8,CUST-01475,15,16,0,0.5,1,outlook.com,20,1,1,45,1,8,0,1,1,0,1,0,1,0,0,1,0,1,0,1,7,0.75,0.7,4.6171,0.224,0.15,0,0.0,11,0,4,0.7598,REPRESENTED,0,0.7625
CB-2024-07601,TXN-920835837,2024-08-13,2024-09-22,2024-11-22,143.25,USD,prepaid,0,0,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0019,PeakCart,5999,Misc. Retail,23297,3.699,446.68,8,CUST-01637,31,36,0,0.5,0,outlook.com,40,3,1,30,1,8,0,1,1,1,1,1,0,1,1,1,0,1,0,0,9,1.0,0.82,4.9715,0.321,0.35,0,0.0,7,1,4,0.9574,REPRESENTED,1,0.85
CB-2024-08862,TXN-899564584,2024-08-13,2024-08-16,2024-09-10,495.07,USD,credit,1,0,0,0,Mastercard,MC_4834,PROCESSING_ERROR,Duplicate Processing,MER-0011,AppZone,5045,Computers / Peripherals,10733,3.416,463.41,16,CUST-02133,12,17,0,0.5,1,hotmail.com,3,2,1,45,1,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,0.0,0.21,6.2067,1.068,0.15,0,0.0,10,3,10,0.866,REPRESENTED,1,0.2
CB-2024-09921,TXN-607282681,2024-08-13,2024-08-15,2024-08-31,83.0,USD,debit,0,0,1,0,Mastercard,MC_4808,AUTHORIZATION,Authorization Related Chargeback,MER-0015,FusionStore,5411,Grocery Stores,19967,0.815,265.96,4,CUST-01755,1,18,1,0.745,1,gmail.com,2,1,1,45,1,8,0,1,0,0,1,1,1,0,0,1,1,1,0,0,7,1.0,0.58,4.4308,0.312,0.577,0,1.0,9,2,0,0.8999,REPRESENTED,1,0.7000000000000001
CB-2024-00075,TXN-220248039,2024-08-13,2024-10-16,2024-11-27,14.53,USD,credit,0,0,0,0,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0018,ZenShop,5912,Drug Stores / Pharmacies,16900,6.51,116.2,5,CUST-00894,11,2,0,0.5,1,outlook.com,64,3,1,45,1,8,0,1,1,0,0,1,1,0,0,0,1,0,0,1,6,0.5,0.62,2.7428,0.125,0.15,0,0.0,11,0,3,0.7252,REPRESENTED,1,0.725
CB-2024-09763,TXN-570149395,2024-08-13,2024-08-29,2024-09-21,439.64,USD,prepaid,0,0,0,1,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0020,VeloStore,7372,Software / SaaS,44888,3.743,429.74,1,CUST-01392,23,1,0,0.5,0,gmail.com,16,1,1,45,1,8,0,0,0,0,0,1,0,1,1,1,0,1,0,0,5,0.5,0.33,6.0882,1.023,0.35,0,0.0,11,0,5,0.3015,REPRESENTED,0,0.275
CB-2024-00864,TXN-468697384,2024-08-13,2024-09-02,2024-09-30,583.03,USD,credit,0,0,0,0,Visa,Visa_11.2,AUTHORIZATION,Declined Authorization,MER-0010,InnoRetail,5651,Clothing / Apparel,47361,1.391,330.38,5,CUST-01339,8,1,3,0.858,1,gmail.com,20,4,1,30,1,8,0,1,1,1,0,1,0,1,0,0,1,1,0,1,8,0.0,0.73,6.37,1.765,1.543,1,0.375,3,2,9,0.7878,REPRESENTED,1,0.5
CB-2024-01060,TXN-230852635,2024-08-14,2024-08-25,2024-09-20,460.87,USD,credit,0,0,0,1,Visa,Visa_11.2,AUTHORIZATION,Declined Authorization,MER-0008,QuickCart,4722,Travel Agencies,9247,1.457,153.87,14,CUST-00869,36,1,0,0.5,1,hotmail.com,11,3,1,30,2,8,0,1,0,0,1,0,0,0,1,1,1,1,1,1,8,1.0,0.52,6.1353,2.995,0.15,0,0.0,3,2,7,0.736,REPRESENTED,1,0.35
CB-2024-08582,TXN-135684760,2024-08-14,2024-08-15,2024-09-04,190.2,USD,credit,0,0,0,0,Visa,Visa_13.3,CONSUMER_DISPUTE,Not as Described or Defective Merchandise,MER-0005,GadgetHub,5999,Misc. Retail,45241,1.492,392.24,14,CUST-01874,17,13,1,0.493,1,yahoo.com,1,9,1,30,2,8,0,1,1,0,1,1,0,0,0,0,1,0,0,1,6,0.0,0.52,5.2533,0.485,0.505,0,0.0588,8,1,4,0.725,REPRESENTED,0,0.7
CB-2024-03251,TXN-582092613,2024-08-14,2024-09-03,2024-10-09,73.13,USD,prepaid,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0001,CloudSoft Solutions,5411,Grocery Stores,29970,5.907,410.61,1,CUST-02721,13,18,0,0.5,1,gmail.com,20,6,1,30,2,8,0,1,1,0,1,1,1,0,0,0,1,0,0,1,7,0.8,0.7,4.3058,0.178,0.15,0,0.0,0,0,0,0.8721,REPRESENTED,1,0.97
CB-2024-09268,TXN-359208023,2024-08-14,2024-09-20,2024-10-05,106.28,USD,credit,0,0,0,0,Visa,Visa_12.1,PROCESSING_ERROR,Late Presentment,MER-0001,CloudSoft Solutions,5411,Grocery Stores,29970,5.907,410.61,1,CUST-02456,79,1,0,0.5,1,hotmail.com,37,5,1,30,2,8,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4,0.0,0.36,4.6754,0.259,0.15,0,0.0,4,3,0,0.5099,REPRESENTED,1,0.15
CB-2024-00132,TXN-149114579,2024-08-14,2024-08-27,2024-10-26,94.12,EUR,credit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0009,StreamVault,5945,Hobby / Toy Stores,18074,5.411,60.26,8,CUST-01982,106,8,0,0.5,1,gmail.com,13,3,1,30,2,8,0,1,1,1,1,1,1,1,0,0,1,0,0,1,9,0.8,0.92,4.5551,1.562,0.15,0,0.0,0,0,8,0.9704,REPRESENTED,1,0.97
CB-2024-07586,TXN-845252235,2024-08-14,2024-08-17,2024-09-10,300.58,USD,debit,1,1,0,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0007,PixelBuy,7011,Hotels / Lodging,14474,9.107,419.75,2,CUST-02569,61,43,0,0.5,1,gmail.com,3,4,1,30,2,8,0,1,0,0,1,1,1,0,1,1,1,1,0,1,9,0.25,0.68,5.709,0.716,0.15,0,0.0,7,1,6,0.7465,REPRESENTED,1,0.5875
CB-2024-08339,TXN-648870912,2024-08-14,2024-08-18,2024-09-06,1696.76,USD,prepaid,0,0,1,0,Mastercard,MC_4853,CONSUMER_DISPUTE,Goods / Services Not as Described,MER-0003,SwiftShop,5732,Electronics Stores,27813,1.574,177.32,6,CUST-00963,1,1,3,0.231,1,yahoo.com,4,8,1,45,2,8,0,1,1,1,1,1,0,1,1,0,1,1,0,0,9,0.5,0.81,7.4371,9.569,1.731,1,3.0,12,1,2,0.9374,REPRESENTED,1,0.7749999999999999
CB-2024-00547,TXN-195340234,2024-08-14,2024-08-27,2024-09-22,146.52,CAD,credit,0,0,0,1,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0020,VeloStore,7372,Software / SaaS,44888,3.743,429.74,1,CUST-00017,6,1,0,0.5,1,hotmail.com,13,2,1,30,2,8,0,0,0,0,1,1,0,0,1,1,1,1,1,1,8,0.0,0.54,4.994,0.341,0.15,0,0.0,7,1,5,0.8669,REPRESENTED,1,0.4
CB-2024-06315,TXN-881553606,2024-08-14,2024-08-20,2024-10-07,170.1,USD,credit,0,1,0,1,Mastercard,MC_4808,AUTHORIZATION,Authorization Related Chargeback,MER-0020,VeloStore,7372,Software / SaaS,44888,3.743,429.74,1,CUST-00574,4,7,0,0.5,1,yahoo.com,6,1,1,45,2,8,0,0,0,0,1,1,0,1,1,0,1,1,1,0,7,0.5,0.5,5.1422,0.396,0.15,0,0.0,9,2,5,0.7756,REPRESENTED,1,0.47500000000000003
CB-2024-00108,TXN-518115190,2024-08-15,2024-08-29,2024-10-06,236.06,USD,prepaid,0,1,0,0,Visa,Visa_13.3,CONSUMER_DISPUTE,Not as Described or Defective Merchandise,MER-0013,UrbanCart,5961,Catalog / Mail-Order,13886,2.798,244.89,14,CUST-02068,5,7,0,0.5,1,gmail.com,14,2,1,30,3,8,0,1,1,0,0,1,0,0,0,1,1,0,0,1,6,0.333,0.5,5.4683,0.964,0.15,0,0.0,8,1,12,0.731,REPRESENTED,0,0.54995
CB-2024-08227,TXN-252208891,2024-08-15,2024-08-27,2024-11-02,46.87,USD,debit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0016,ByteDeals,5812,Eating Places / Restaurants,1759,7.446,142.23,11,CUST-02462,2,4,0,0.5,0,gmail.com,12,8,1,30,3,8,0,0,1,0,0,1,0,1,1,1,1,1,0,0,7,0.6,0.58,3.8685,0.33,0.35,0,0.0,0,0,1,0.4522,REPRESENTED,0,0.59
CB-2024-05345,TXN-635333663,2024-08-15,2024-09-02,2024-10-14,636.56,USD,credit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0007,PixelBuy,7011,Hotels / Lodging,14474,9.107,419.75,2,CUST-01516,1,5,0,0.5,1,yahoo.com,18,27,1,30,3,8,0,0,0,0,1,1,1,1,0,1,0,1,0,1,7,0.8,0.59,6.4576,1.517,0.15,0,0.0,0,0,6,0.9111,REPRESENTED,1,0.67
CB-2024-08032,TXN-479116183,2024-08-15,2024-09-23,2024-10-24,736.26,GBP,debit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0014,SmartBuy,6411,Insurance,30178,3.28,434.09,18,CUST-00824,1,7,2,0.698,1,corporate.com,39,8,1,30,3,8,0,0,1,0,0,1,0,1,0,0,1,0,0,1,5,0.4,0.45,6.6029,1.696,1.091,1,2.0,0,0,13,0.4301,REPRESENTED,0,0.56
CB-2024-07634,TXN-293124709,2024-08-15,2024-10-20,2024-11-09,85.38,EUR,credit,1,0,0,0,Mastercard,MC_4808,AUTHORIZATION,Authorization Related Chargeback,MER-0004,DigitalNest,5912,Drug Stores / Pharmacies,45060,5.072,421.92,6,CUST-00292,10,18,0,0.5,1,hotmail.com,66,12,1,45,3,8,0,0,0,0,1,0,1,0,1,0,0,0,0,1,4,1.0,0.36,4.4588,0.202,0.15,0,0.0,9,2,3,0.756,REPRESENTED,0,0.5
CB-2024-09583,TXN-172679621,2024-08-15,2024-08-20,2024-10-29,152.35,EUR,credit,0,0,0,1,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0006,PrimeGoods,7372,Software / SaaS,9101,2.92,237.28,18,CUST-00019,9,1,0,0.5,1,corporate.com,5,21,1,30,3,8,0,0,0,0,1,1,0,0,1,0,1,1,1,1,7,0.0,0.48,5.0327,0.642,0.15,0,0.0,7,1,5,0.9072,REPRESENTED,1,0.4
CB-2024-00133,TXN-914146227,2024-08-15,2024-08-24,2024-10-09,651.97,USD,credit,1,0,0,0,Visa,Visa_11.2,AUTHORIZATION,Declined Authorization,MER-0011,AppZone,5045,Computers / Peripherals,10733,3.416,463.41,16,CUST-01853,1,6,0,0.5,0,corporate.com,9,6,1,30,3,8,0,1,0,1,1,1,1,0,0,1,0,0,0,1,7,1.0,0.66,6.4815,1.407,0.35,0,0.0,3,2,10,0.9035,REPRESENTED,1,0.7000000000000001
CB-2024-04869,TXN-832345663,2024-08-15,2024-10-08,2024-11-01,176.27,USD,prepaid,0,0,0,1,Visa,Visa_13.3,CONSUMER_DISPUTE,Not as Described or Defective Merchandise,MER-0006,PrimeGoods,7372,Software / SaaS,9101,2.92,237.28,18,CUST-00655,3,9,0,0.5,1,gmail.com,54,1,1,30,3,8,0,0,0,0,1,0,0,0,0,1,0,1,1,1,5,0.333,0.36,5.1777,0.743,0.15,0,0.0,8,1,5,0.6446,REPRESENTED,0,0.24995
CB-2024-09515,TXN-330335118,2024-08-15,2024-08-19,2024-10-03,390.45,USD,credit,1,0,0,1,Mastercard,MC_4863,FRAUD,Cardholder Does Not Recognize,MER-0020,VeloStore,7372,Software / SaaS,44888,3.743,429.74,1,CUST-00600,13,6,0,0.5,1,outlook.com,4,10,1,45,3,8,0,0,0,0,1,1,0,0,1,1,0,1,0,1,6,0.75,0.39,5.9699,0.909,0.15,0,0.0,14,0,5,0.5535,REPRESENTED,1,0.5125
CB-2024-01612,TXN-609130228,2024-08-16,2024-09-18,2024-10-19,168.84,USD,debit,0,0,0,1,Visa,Visa_12.2,PROCESSING_ERROR,Incorrect Transaction Code,MER-0020,VeloStore,7372,Software / SaaS,44888,3.743,429.74,1,CUST-00641,1,6,0,0.5,0,yahoo.com,33,1,1,30,4,8,0,0,0,0,0,1,1,0,0,1,0,1,1,0,5,1.0,0.49,5.1349,0.393,0.35,0,0.0,5,3,5,0.8783,REPRESENTED,0,0.5
CB-2024-08080,TXN-831802556,2024-08-16,2024-08-25,2024-10-09,71.51,USD,credit,0,0,0,0,Visa,Visa_10.4,FRAUD,Fraud - Card Not Present,MER-0013,UrbanCart,5961,Catalog / Mail-Order,13886,2.798,244.89,14,CUST-01808,15,2,3,0.765,0,yahoo.com,9,9,1,30,4,8,0,1,0,0,1,1,1,1,0,1,1,0,0,0,7,0.8,0.58,4.2837,0.292,1.47,1,0.2,0,0,12,0.8622,REPRESENTED,1,0.67
CB-2024-06332,TXN-833111383,2024-08-16,2024-08-18,2024-10-24,26.99,USD,credit,0,1,0,0,Visa,Visa_11.1,AUTHORIZATION,Card Recovery Bulletin,MER-0004,DigitalNest,5912,Drug Stores / Pharmacies,45060,5.072,421.92,6,CUST-01466,7,3,0,0.5,1,gmail.com,2,8,1,30,4,8,0,0,0,1,1,1,1,1,1,0,1,0,0,1,8,1.0,0.71,3.3318,0.064,0.15,0,0.0,2,2,3,0.6543,REPRESENTED,1,0.7000000000000001
CB-2024-08131,TXN-149418739,2024-08-16,2024-09-06,2024-11-15,88.0,USD,credit,0,0,0,1,Mastercard,MC_4853,CONSUMER_DISPUTE,Goods / Services Not as Described,MER-0009,StreamVault,5945,Hobby / Toy Stores,18074,5.411,60.26,8,CUST-01975,120,16,0,0.5,1,gmail.com,21,19,1,45,4,8,0,0,0,0,0,1,0,1,0,0,1,1,0,1,5,0.25,0.32,4.4886,1.46,0.15,0,0.0,12,1,8,0.3399,REPRESENTED,0,0.23750000000000002
CB-2024-06245,TXN-188675105,2024-08-16,2024-08-27,2024-10-02,19.28,USD,credit,0,0,0,0,Mastercard,MC_4834,PROCESSING_ERROR,Duplicate Processing,MER-0004,DigitalNest,5912,Drug Stores / Pharmacies,45060,5.072,421.92,6,CUST-00114,30,8,1,0.421,0,yahoo.com,11,2,1,45,4,8,0,1,1,1,1,1,0,0,0,1,1,1,0,1,9,0.5,0.8,3.0096,0.046,0.574,0,0.0333,10,3,3,0.9283,REPRESENTED,1,0.7749999999999999
CB-2024-09307,TXN-664146646,2024-08-16,2024-08-17,2024-10-10,1711.16,USD,credit,0,0,0,0,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0017,NetMarket,5732,Electronics Stores,8197,5.987,278.97,16,CUST-02693,30,24,0,0.5,1,yahoo.com,1,1,1,45,4,8,0,1,1,1,0,1,1,0,1,0,1,1,0,1,9,0.75,0.89,7.4455,6.134,0.15,0,0.0,11,0,2,0.8396,REPRESENTED,1,0.7625
CB-2024-09253,TXN-374083210,2024-08-17,2024-09-17,2024-10-14,75.66,EUR,credit,0,0,1,0,Visa,Visa_13.1,CONSUMER_DISPUTE,Merchandise / Services Not Received,MER-0015,FusionStore,5411,Grocery Stores,19967,0.815,265.96,4,CUST-02313,43,11,0,0.5,1,corporate.com,31,6,1,30,5,8,0,1,1,0,1,1,0,0,1,1,0,0,0,1,7,0.5,0.58,4.3394,0.284,0.15,0,0.0,7,1,0,0.8991,REPRESENTED,1,0.7749999999999999
CB-2024-02920,TXN-639407116,2024-08-17,2024-08-26,2024-10-16,465.67,USD,credit,0,0,0,0,Mastercard,MC_4837,FRAUD,No Cardholder Authorization,MER-0010,InnoRetail,5651,Clothing / Apparel,47361,1.391,330.38,5,CUST-02428,25,9,1,0.73,1,gmail.com,9,11,1,45,5,8,0,1,1,0,1,1,0,1,1,1,0,1,0,1,9,0.75,0.72,6.1456,1.409,0.321,0,0.04,11,0,9,0.5368,REPRESENTED,0,0.8125
CB-2024-08313,TXN-389552920,2024-08-17,2024-09-19,2024-11-14,236.66,USD,credit,0,0,0,0,Mastercard,MC_4808,AUTHORIZATION,Authorization Related Chargeback,MER-0007,PixelBuy,7011,Hotels / Lodging,14474,9.107,419.75,2,CUST-01917,48,3,0,0.5,0,gmail.com,33,3,1,45,5,8,0,1,0,1,1,1,1,0,1,1,1,1,0,1,10,1.0,0.83,5.4708,0.564,0.35,0,0.0,9,2,6,0.98,REPRESENTED,1,0.7000000000000001
